RefDes     X          Y          Rot.       Exact     (FREE)    Side
C356       11411.0000 10091.0000 270        EXACT     (FREE)    Bottom                        
C357       11560.0000 10180.0000 180        EXACT     (FREE)    Bottom                        
C358       11535.0000 4860.0000  180        EXACT     (FREE)    Top                           
C359       11430.0000 6830.0000  000        EXACT     (FREE)    Top                           
C360       9615.0000  7280.0000  180        EXACT     (FREE)    Bottom                        
C361       10164.0900 7637.4000  090        EXACT     (FREE)    Top                           
C362       9957.9344  7648.0656  180        EXACT     (FREE)    Top                           
C363       9960.0000  7535.0000  180        EXACT     (FREE)    Top                           
C364       9816.0000  7355.0000  315        EXACT     (FREE)    Top                           
C365       9790.0000  7329.0000  315        EXACT     (FREE)    Top                           
C366       9550.0000  7790.0000  180        EXACT     (FREE)    Bottom                        
C367       10178.7446 7837.2017  270        EXACT     (FREE)    Top                           
C368       10780.0000 8100.0000  270        EXACT     (FREE)    Top                           
C369       10588.1935 7860.8238  270        EXACT     (FREE)    Top                           
C370       10540.9494 7868.6978  270        EXACT     (FREE)    Top                           
C371       10229.9257 7825.3907  270        EXACT     (FREE)    Top                           
C372       10965.0000 8120.0000  000        EXACT     (FREE)    Top                           
C373       9620.0000  6280.0000  180        EXACT     (FREE)    Bottom                        
C374       10164.0900 6637.4000  090        EXACT     (FREE)    Top                           
C375       9957.9344  6648.0656  180        EXACT     (FREE)    Top                           
C376       9960.0000  6535.0000  180        EXACT     (FREE)    Top                           
C377       9816.0000  6355.0000  315        EXACT     (FREE)    Top                           
C378       9790.0000  6329.0000  315        EXACT     (FREE)    Top                           
C379       9550.0000  6790.0000  180        EXACT     (FREE)    Bottom                        
C380       10178.7446 6837.2017  270        EXACT     (FREE)    Top                           
C381       10780.0000 7100.0000  270        EXACT     (FREE)    Top                           
C382       10588.1935 6860.8238  270        EXACT     (FREE)    Top                           
C383       10540.9494 6868.6978  270        EXACT     (FREE)    Top                           
C384       10229.9257 6825.3907  270        EXACT     (FREE)    Top                           
C385       10965.0000 7120.0000  000        EXACT     (FREE)    Top                           
C386       9620.0000  5280.0000  180        EXACT     (FREE)    Bottom                        
C387       10164.0900 5637.4000  090        EXACT     (FREE)    Top                           
C388       9957.9344  5648.0656  180        EXACT     (FREE)    Top                           
C389       9960.0000  5535.0000  180        EXACT     (FREE)    Top                           
C390       9816.0000  5355.0000  315        EXACT     (FREE)    Top                           
C391       9790.0000  5329.0000  315        EXACT     (FREE)    Top                           
C392       9549.5900  5790.0000  180        EXACT     (FREE)    Bottom                        
C393       10178.7446 5837.2017  270        EXACT     (FREE)    Top                           
C394       10780.0000 6100.0000  270        EXACT     (FREE)    Top                           
C395       10588.1935 5860.8238  270        EXACT     (FREE)    Top                           
C396       10540.9494 5868.6978  270        EXACT     (FREE)    Top                           
C397       10229.9257 5825.3907  270        EXACT     (FREE)    Top                           
C398       10965.0000 6120.0000  000        EXACT     (FREE)    Top                           
C399       9620.0000  4280.0000  180        EXACT     (FREE)    Bottom                        
C400       10164.0900 4637.4000  090        EXACT     (FREE)    Top                           
C401       9957.9344  4648.0656  180        EXACT     (FREE)    Top                           
C402       9960.0000  4535.0000  180        EXACT     (FREE)    Top                           
C403       9816.0000  4355.0000  315        EXACT     (FREE)    Top                           
C404       9790.0000  4329.0000  315        EXACT     (FREE)    Top                           
C405       9550.0000  4790.0000  180        EXACT     (FREE)    Bottom                        
C406       10178.7446 4837.2017  270        EXACT     (FREE)    Top                           
C407       10780.0000 5100.0000  270        EXACT     (FREE)    Top                           
C408       10588.1935 4860.8238  270        EXACT     (FREE)    Top                           
C409       10540.9494 4868.6978  270        EXACT     (FREE)    Top                           
C410       10229.9257 4825.3907  270        EXACT     (FREE)    Top                           
C411       10965.0000 5120.0000  000        EXACT     (FREE)    Top                           
